absorb_side,center_ratio,it_left,it_right,max_actual_bond,max_bond,max_entropy,max_links,max_required_bond,mean_entropy,mean_required_bond,num_tensors,stage,step,time,total_elems,total_links,total_shapes,u_consumed,u_consumed_total
right,0.4,96,98,64,64,5.8259721201567185,4,64,4.287362324210359,31.043478260869566,24,absorbing,194,25.603097875136882,109728,94,1524,0,0
right,0.4,96,99,64,64,5.825972120156718,4,64,4.311635755241052,32.43478260869565,24,absorbing,195,25.680882250424474,117920,94,1588,0,0
right,0.4,96,100,64,64,5.8259721201614765,4,64,4.311757316436019,32.43478260869565,24,absorbing,196,25.763873209245503,117920,94,1588,0,0
right,0.4,96,101,64,64,5.825972120161191,4,64,4.303012630502875,32.43478260869565,24,absorbing,197,25.848202417138964,117920,94,1588,0,0
right,0.4,96,102,64,64,5.825972120161016,4,64,4.413479495234465,35.17391304347826,24,absorbing,198,25.954340250231326,144800,94,1716,0,0
right,0.4,96,103,64,64,5.825972119975926,4,64,4.431735982577331,35.82608695652174,24,absorbing,199,26.080199459102005,150944,94,1748,0,0
right,0.4,96,104,64,64,5.825972119845725,4,64,4.43131410826715,35.82608695652174,24,absorbing,200,26.17688375012949,150176,94,1744,0,0
right,0.4,96,105,64,64,5.825972119863473,4,64,4.427486909443635,35.82608695652174,24,absorbing,201,26.287488874979317,150176,94,1744,0,0
right,0.4,96,106,64,64,5.825972119836665,4,64,4.474402588812384,36.17391304347826,24,absorbing,202,26.40796629199758,150560,94,1760,0,0
right,0.4,96,107,64,64,5.9199318783527834,4,64,4.430358091734634,34.69565217391305,24,absorbing,203,26.557638250291348,150816,94,1768,0,0
right,0.4,96,108,64,64,5.91841558850196,4,64,4.468172655309578,34.78260869565217,24,absorbing,204,26.69188449997455,133792,94,1700,0,0
right,0.4,96,109,64,64,5.91840795091119,4,64,4.487743201784628,36.17391304347826,24,absorbing,205,26.795046334154904,149536,94,1760,0,0
right,0.4,96,110,64,64,5.912471657257576,4,64,4.484430896180332,36.17391304347826,24,absorbing,206,26.916384167037904,149536,94,1760,0,0
right,0.4,96,111,64,64,5.886500313882004,4,64,4.5052583616219035,36.17391304347826,24,absorbing,207,27.053884459193796,149536,94,1760,0,0
right,0.4,96,112,64,64,5.900619648323035,4,64,4.560403377401945,36.869565217391305,24,absorbing,208,27.1923014591448,156448,94,1796,0,0
right,0.4,96,113,64,64,5.920405563703078,4,64,4.5119242549803555,36.869565217391305,24,absorbing,209,27.315558709204197,155680,94,1792,0,0
right,0.4,96,114,64,64,5.920405563703078,4,64,4.5119242549803555,36.869565217391305,24,absorbing,210,27.411812792066485,155680,94,1792,0,0
right,0.4,96,115,64,64,5.9204039361518985,4,64,4.54637536665592,37.56521739130435,24,absorbing,211,27.51428429223597,161824,94,1824,0,0
right,0.4,96,116,64,64,5.920403686658551,4,64,4.547463205414151,37.56521739130435,24,absorbing,212,27.62296345923096,161824,94,1824,0,0
right,0.4,96,117,64,64,5.856404270394122,4,64,4.521259551802117,37.56521739130435,24,absorbing,213,27.750838584266603,161824,94,1824,0,0
right,0.4,96,118,64,64,5.851577694043362,4,64,4.499316282939055,37.56521739130435,24,absorbing,214,27.885941417422146,161824,94,1824,0,0
right,0.4,96,119,64,64,5.8515776940433195,4,64,4.5044409052034595,37.56521739130435,24,absorbing,215,28.002277459017932,161824,94,1824,0,0
right,0.4,96,120,64,64,5.851577694043318,4,64,4.5044409052034595,37.56521739130435,24,absorbing,216,28.102177625056356,161824,94,1824,0,0
right,0.4,96,121,64,64,5.825837071930777,4,64,4.4862961224241555,37.56521739130435,24,absorbing,217,28.21818141732365,161824,94,1824,0,0
right,0.4,96,122,64,64,5.825837071930778,4,64,4.4862961224241555,37.56521739130435,24,absorbing,218,28.3203237503767,161824,94,1824,0,0
right,0.4,96,123,64,64,5.825837071930778,4,64,4.486296122424157,37.56521739130435,24,absorbing,219,28.420744167175144,161824,94,1824,0,0
right,0.4,96,124,64,64,5.8258370719307795,4,64,4.486296122424157,37.56521739130435,24,absorbing,220,28.52071116724983,161824,94,1824,0,0
right,0.4,96,125,64,64,5.8258395614637815,4,64,4.503427121386171,37.56521739130435,24,absorbing,221,28.648309959098697,161824,94,1824,0,0
right,0.4,96,126,64,64,5.882906862313197,4,64,4.495514897524534,37.56521739130435,24,absorbing,222,28.776796750258654,161824,94,1824,0,0
right,0.4,96,127,64,64,5.882906862313197,4,64,4.495514897524535,37.56521739130435,24,absorbing,223,28.8891678750515,161824,94,1824,0,0
right,0.4,96,128,64,64,5.825721192604858,4,64,4.473803101314388,37.56521739130435,24,absorbing,224,29.021378334145993,161824,94,1824,0,0
right,0.4,96,129,64,64,5.825721192604858,4,64,4.4577383616566415,37.56521739130435,24,absorbing,225,29.132366334088147,161824,94,1824,0,0
right,0.4,96,130,64,64,5.825721192604858,4,64,4.4577383616566415,37.56521739130435,24,absorbing,226,29.235670417081565,161824,94,1824,0,0
right,0.4,96,131,64,64,5.825721192604857,4,64,4.457738361656641,37.56521739130435,24,absorbing,227,29.338257875293493,161824,94,1824,0,0
right,0.4,96,132,64,64,5.8257211354661695,4,64,4.437310818174192,37.30434782608695,24,absorbing,228,29.449484625365585,160288,94,1816,0,0
right,0.4,96,133,64,64,5.825721058418296,4,64,4.471363020197776,38.65217391304348,24,absorbing,229,29.558761459309608,168992,94,1876,0,0
right,0.4,96,134,64,64,5.825720950921405,4,64,4.471476198953513,38.65217391304348,24,absorbing,230,29.67962129227817,168480,94,1874,0,0
right,0.4,96,135,64,64,5.8257210376808635,4,64,4.440743428432995,38.47826086956522,24,absorbing,231,29.806878875009716,167028,94,1868,0,0
right,0.4,96,136,64,64,5.825720671668542,4,64,4.388863699810517,38.34782608695652,24,absorbing,232,29.933216042350978,166544,94,1866,0,0
right,0.4,96,137,64,64,5.825720816337645,4,64,4.394655330320659,38.21739130434783,24,absorbing,233,30.052734500262886,165076,94,1860,0,0
right,0.4,96,138,64,64,5.825721201320049,4,64,4.394516187276243,38.130434782608695,24,absorbing,234,30.156032375060022,163624,94,1854,0,0
right,0.4,96,139,64,64,5.8257208782565275,4,64,4.3944253994617695,38.04347826086956,24,absorbing,235,30.25742941722274,162672,94,1850,0,0
right,0.4,96,140,64,64,5.825720455550156,4,64,4.321991660273225,36.608695652173914,24,absorbing,236,30.37808933435008,146112,94,1782,0,0
right,0.4,96,141,64,64,5.825720492339883,4,64,4.293623419694188,35.65217391304348,24,absorbing,237,30.48994745919481,139424,94,1744,0,0
right,0.4,96,142,64,64,5.82572038065597,4,64,4.306075599014327,36.21739130434783,24,absorbing,238,30.5969315841794,145904,94,1774,0,0
right,0.4,96,143,64,64,5.8257205166715895,4,64,4.300918860279458,36.08695652173913,24,absorbing,239,30.688647292088717,143608,94,1762,0,0
right,0.4,96,144,64,64,5.825720778827713,4,64,4.3371498409119615,36.52173913043478,24,absorbing,240,30.7916762502864,150968,94,1798,0,0
right,0.4,96,145,64,64,5.825721829804436,4,64,4.287937220431506,34.82608695652174,24,absorbing,241,30.917385584209114,134176,94,1720,0,0
right,0.4,96,146,64,64,5.825720786987415,4,64,4.29003801361656,35.08695652173913,24,absorbing,242,31.006098959129304,136892,94,1728,0,0
right,0.4,96,147,64,64,5.825721244886974,4,64,4.289781792471289,35.0,24,absorbing,243,31.094076459296048,133720,94,1710,0,0
right,0.4,96,148,64,64,5.825720741668361,4,64,4.2896724175732155,34.91304347826087,24,absorbing,244,31.17710633436218,132928,94,1706,0,0
right,0.4,96,149,64,64,5.825721433693182,4,64,4.316077198188613,36.21739130434783,24,absorbing,245,31.273126834072173,144432,94,1766,0,0
right,0.4,96,150,64,64,5.825721894351018,4,64,4.31592737319926,36.130434782608695,24,absorbing,246,31.365869333967566,143656,94,1762,0,0
right,0.4,96,151,64,64,5.825722548398748,4,64,4.315759503670196,36.130434782608695,24,absorbing,247,31.45644145924598,142888,94,1758,0,0
right,0.4,96,152,64,64,5.825724482534175,4,64,4.359353327934144,37.30434782608695,24,absorbing,248,31.5601665424183,152608,94,1812,0,0
right,0.4,96,153,64,64,5.825724552022463,4,64,4.326726669610404,37.30434782608695,24,absorbing,249,31.6586207090877,152608,94,1812,0,0
right,0.4,96,154,64,64,5.82572455202246,4,64,4.293361023349093,35.91304347826087,24,absorbing,250,31.768142875283957,140320,94,1748,0,0
right,0.4,96,155,64,64,5.825724552022461,4,64,4.293361023349094,35.91304347826087,24,absorbing,251,31.862080834340304,140320,94,1748,0,0
right,0.4,96,156,64,64,5.8257245520224625,4,64,4.275506277368856,35.91304347826087,24,absorbing,252,31.9514052500017,140320,94,1748,0,0
right,0.4,96,157,64,64,5.8257245520224625,4,64,4.275506277368856,35.91304347826087,24,absorbing,253,32.0365614593029,140320,94,1748,0,0
right,0.4,96,158,64,64,5.8257245520224625,4,64,4.275506277368853,35.91304347826087,24,absorbing,254,32.1324347499758,140320,94,1748,0,0
right,0.4,96,159,64,64,5.8257245520224625,4,64,4.275506277368855,35.91304347826087,24,absorbing,255,32.22000175016001,140320,94,1748,0,0
,0.45,,,1,1,-0.0,4,1,0.0,1.0,24,start,0,0.0,96,94,142,,
left,0.45,1,0,1,1,-0.0,4,1,0.0,1.0,24,absorbing,1,0.4367056251503527,96,94,142,0,0
left,0.45,2,0,4,4,2.0,4,4,0.17391304347826086,1.2608695652173914,24,absorbing,2,0.47381379222497344,144,94,154,0,0
right,0.45,2,1,4,4,2.0,4,4,0.34782608695652173,1.5217391304347827,24,absorbing,3,0.5106290001422167,228,94,166,0,0
right,0.45,2,2,4,4,2.0,4,4,0.6086956521739131,1.9130434782608696,24,absorbing,4,0.547491209115833,372,94,184,0,0
left,0.45,3,2,4,4,2.0,4,4,0.7391304347826086,2.0869565217391304,24,absorbing,5,0.5850570001639426,452,94,192,0,0
left,0.45,4,2,4,4,2.0,4,4,0.8695652173913043,2.260869565217391,24,absorbing,6,0.6229285839945078,580,94,200,0,0
left,0.45,5,2,4,4,2.0,4,4,1.0434782608695652,2.5217391304347827,24,absorbing,7,0.6599734593182802,628,94,212,0,0
right,0.45,5,3,4,4,2.0,4,4,1.2173913043478262,2.782608695652174,24,absorbing,8,0.6966392924077809,712,94,224,0,0
left,0.45,6,3,4,4,2.0000000000000004,4,4,1.4782608695652173,3.1739130434782608,24,absorbing,9,0.7344904593192041,964,94,242,0,0
right,0.45,6,4,16,16,4.0,4,16,1.6956521739130435,4.304347826086956,24,absorbing,10,0.7718452089466155,1772,94,294,0,0
right,0.45,6,5,16,16,4.0,4,16,1.8695652173913044,4.956521739130435,24,absorbing,11,0.8102777921594679,3368,94,324,0,0
right,0.45,6,6,16,16,4.0,4,16,2.0,5.6521739130434785,24,absorbing,12,0.8512280839495361,3880,94,356,0,0
right,0.45,6,7,16,16,4.0,4,16,2.0869565217391304,6.173913043478261,24,absorbing,13,0.8910925001837313,5416,94,380,0,0
right,0.45,6,8,16,16,4.0,4,16,2.130434782608696,6.3478260869565215,24,absorbing,14,0.9336001253686845,5800,94,388,0,0
right,0.45,6,9,32,32,5.0,4,32,2.347826086956522,7.695652173913044,24,absorbing,15,0.9783209171146154,8868,94,450,0,0
left,0.45,7,9,64,64,5.999999999999999,4,64,2.391304347826087,9.08695652173913,24,absorbing,16,1.0278493342921138,12964,94,514,0,0
left,0.45,8,9,64,64,6.000000000000001,4,64,2.5652173913043477,11.304347826086957,24,absorbing,17,1.0874185422435403,28384,94,616,0,0
left,0.45,9,9,64,64,6.0,4,64,2.6959967965419867,11.869565217391305,24,absorbing,18,1.1624039593152702,28832,94,644,0,0
left,0.45,10,9,64,64,6.000000000000001,4,64,2.783170283515433,12.478260869565217,24,absorbing,19,1.2354110423475504,29856,94,672,0,0
left,0.45,11,9,64,64,6.000000000000001,4,64,2.8264810518105525,12.434782608695652,24,absorbing,20,1.307696667034179,29784,94,672,0,0
left,0.45,12,9,64,64,6.000000000000001,4,64,2.9568222312122385,13.08695652173913,24,absorbing,21,1.381382584106177,30312,94,700,0,0
left,0.45,13,9,64,64,6.0,4,64,3.0001560188159426,13.173913043478262,24,absorbing,22,1.4544974593445659,30504,94,704,0,0
left,0.45,14,9,64,64,6.0,4,64,3.043478246969904,13.26086956521739,24,absorbing,23,1.5273605003021657,30624,94,708,0,0
left,0.45,15,9,64,64,6.000000000000001,4,64,3.1304347687090344,14.304347826086957,24,absorbing,24,1.614063000306487,32832,94,754,0,0
left,0.45,16,9,64,64,6.0,4,64,3.1304347687090344,14.304347826086957,24,absorbing,25,1.6908648749813437,32832,94,754,0,0
left,0.45,17,9,64,64,6.0,4,64,3.260869540041276,16.043478260869566,24,absorbing,26,1.7685850840061903,37696,94,834,0,0
left,0.45,18,9,64,64,6.000000000000001,4,64,3.3912895641669896,18.47826086956522,24,absorbing,27,1.8527115839533508,49984,94,946,0,0
left,0.45,19,9,64,64,6.0,4,64,3.47824608590612,19.0,24,absorbing,28,1.9460160844027996,50368,94,970,0,0
left,0.45,20,9,64,64,6.000000000000001,4,64,3.565217373072758,19.52173913043478,24,absorbing,29,2.0399414589628577,51904,94,994,0,0
left,0.45,21,9,64,64,6.000000000000001,4,64,3.6521738948118885,21.608695652173914,24,absorbing,30,2.1315992921590805,58048,94,1090,0,0
left,0.45,22,9,64,64,6.0,4,64,3.771682925916615,24.043478260869566,24,absorbing,31,2.2595530841499567,83776,94,1202,0,0
left,0.45,23,9,64,64,6.0,4,64,3.9424332820169137,26.652173913043477,24,absorbing,32,2.4192104591056705,96000,94,1322,0,0
left,0.45,24,9,64,64,6.0,4,64,3.8576040463814216,24.565217391304348,24,absorbing,33,2.5980747919529676,79616,94,1226,0,0
left,0.45,25,9,64,64,6.000000000000002,4,64,3.988009330729059,26.47826086956522,24,absorbing,34,2.7452980843372643,90816,94,1314,0,0
left,0.45,26,9,64,64,6.0,4,64,4.2053225814957775,29.782608695652176,24,absorbing,35,2.9075185423716903,109760,94,1466,0,0
left,0.45,27,9,64,64,6.0,4,64,4.205322581495778,29.782608695652176,24,absorbing,36,3.0834632092155516,109760,94,1466,0,0
left,0.45,28,9,64,64,5.999999958492003,4,64,4.2061017810727215,30.391304347826086,24,absorbing,37,3.261782542336732,115520,94,1496,0,0
left,0.45,29,9,64,64,5.9999999179247165,4,64,4.206058197383623,30.347826086956523,24,absorbing,38,3.4489723751321435,115136,94,1494,0,0
left,0.45,30,9,64,64,5.999999891661085,4,64,4.205680088047742,30.26086956521739,24,absorbing,39,3.6382204173132777,114752,94,1492,0,0
left,0.45,31,9,64,64,5.999999856046305,4,64,4.16279652747226,30.0,24,absorbing,40,3.8256196253933012,113640,94,1484,0,0
left,0.45,32,9,64,64,5.999999908250954,4,64,4.165546338881556,29.47826086956522,24,absorbing,41,4.030142125207931,109120,94,1456,0,0
left,0.45,33,9,64,64,5.999999897452551,4,64,4.165503824221574,29.391304347826086,24,absorbing,42,4.2040933752432466,108864,94,1452,0,0
left,0.45,34,9,64,64,5.999999938321146,4,64,4.165418969151481,29.08695652173913,24,absorbing,43,4.394364042207599,107712,94,1434,0,0
left,0.45,35,9,64,64,5.999999938301945,4,64,4.078462425975542,28.565217391304348,24,absorbing,44,4.569864459335804,106176,94,1410,0,0
left,0.45,36,9,64,64,5.999999938301945,4,64,4.078462426017362,28.565217391304348,24,absorbing,45,4.7434047921560705,106176,94,1410,0,0
left,0.45,37,9,64,64,5.999999938301944,4,64,4.2088313527909005,29.782608695652176,24,absorbing,46,4.92030145926401,112832,94,1466,0,0
left,0.45,38,9,64,64,5.999999938301944,4,64,4.252309613660466,30.47826086956522,24,absorbing,47,5.0993923749774694,115904,94,1498,0,0
left,0.45,39,9,64,64,5.9999999383019444,4,64,4.252309613660466,30.47826086956522,24,absorbing,48,5.291553084272891,115904,94,1498,0,0
left,0.45,40,9,64,64,5.9999999383019444,4,64,4.252309613660466,30.47826086956522,24,absorbing,49,5.480805209372193,115904,94,1498,0,0
left,0.45,41,9,64,64,5.9999999383019444,4,64,4.252309613660466,30.47826086956522,24,absorbing,50,5.668098375201225,115904,94,1498,0,0
left,0.45,42,9,64,64,5.999999938301944,4,64,4.252309613660466,30.47826086956522,24,absorbing,51,5.859153666999191,115904,94,1498,0,0
left,0.45,43,9,64,64,5.9999999383019444,4,64,4.2088313527909005,30.130434782608695,24,absorbing,52,6.05337275005877,114368,94,1482,0,0
left,0.45,44,9,64,64,5.999999938301945,4,64,4.208832628000117,30.130434782608695,24,absorbing,53,6.242471334058791,114368,94,1482,0,0
left,0.45,45,9,64,64,5.9999999383019444,4,64,4.208804743125839,30.130434782608695,24,absorbing,54,6.439323959406465,114368,94,1482,0,0
left,0.45,46,9,64,64,5.999999938301945,4,64,4.208804743125839,30.130434782608695,24,absorbing,55,6.623968417290598,114368,94,1482,0,0
left,0.45,47,9,64,64,5.999999938301944,4,64,4.208948804559865,30.130434782608695,24,absorbing,56,6.836102042347193,114368,94,1482,0,0
left,0.45,48,9,64,64,5.998310695275491,4,64,4.241652200093104,31.52173913043478,24,absorbing,57,7.05520850000903,126656,94,1546,0,0
left,0.45,49,9,64,64,5.998310695275491,4,64,4.267574361640692,31.869565217391305,24,absorbing,58,7.2534920000471175,128192,94,1562,0,0
left,0.45,50,9,64,64,5.998310695275492,4,64,4.267574361640692,31.869565217391305,24,absorbing,59,7.448797792196274,128192,94,1562,0,0
left,0.45,51,9,64,64,5.998310695275492,4,64,4.267587274783632,31.869565217391305,24,absorbing,60,7.643808749970049,128192,94,1562,0,0
left,0.45,52,9,64,64,5.9983106952754905,4,64,4.267587274783632,31.869565217391305,24,absorbing,61,7.8390218750573695,128192,94,1562,0,0
left,0.45,53,9,64,64,5.9983106952754905,4,64,4.31096019873745,33.26086956521739,24,absorbing,62,8.044956459198147,138432,94,1626,0,0
left,0.45,54,9,64,64,5.998310695275491,4,64,4.31096019873745,33.26086956521739,24,absorbing,63,8.278065000195056,138432,94,1626,0,0
left,0.45,55,9,64,64,5.9983106952754905,4,64,4.31096019873745,33.26086956521739,24,absorbing,64,8.498092875350267,138432,94,1626,0,0
left,0.45,56,9,64,64,5.9983106952754905,4,64,4.31096019873745,33.26086956521739,24,absorbing,65,8.723778042010963,138432,94,1626,0,0
left,0.45,57,9,64,64,5.9983106952754905,4,64,4.31096019873745,33.26086956521739,24,absorbing,66,8.950947292149067,138432,94,1626,0,0
left,0.45,58,9,64,64,5.998310695275491,4,64,4.267528375543828,31.869565217391305,24,absorbing,67,9.202687125187367,122048,94,1562,0,0
left,0.45,59,9,64,64,5.998310695275491,4,64,4.267528375543828,31.869565217391305,24,absorbing,68,9.406697208993137,122048,94,1562,0,0
left,0.45,60,9,64,64,5.9983106952754905,4,64,4.267469620849927,31.869565217391305,24,absorbing,69,9.607678917236626,122048,94,1562,0,0
left,0.45,61,9,64,64,5.9983106952754905,4,64,4.267469620849927,31.869565217391305,24,absorbing,70,9.80694325035438,122048,94,1562,0,0
left,0.45,62,9,64,64,5.9983106952754905,4,64,4.267469620849926,31.869565217391305,24,absorbing,71,10.005377375055104,122048,94,1562,0,0
left,0.45,63,9,64,64,5.998310695275491,4,64,4.267443163399219,31.869565217391305,24,absorbing,72,10.204101792071015,122048,94,1562,0,0
left,0.45,64,9,64,64,5.998310695275491,4,64,4.26744316339922,31.869565217391305,24,absorbing,73,10.403475667349994,122048,94,1562,0,0
left,0.45,65,9,64,64,5.9983106952754905,4,64,4.26744316339922,31.869565217391305,24,absorbing,74,10.60144245903939,122048,94,1562,0,0
left,0.45,66,9,64,64,5.9983106952754905,4,64,4.26744316339922,31.869565217391305,24,absorbing,75,10.800084959249943,122048,94,1562,0,0
left,0.45,67,9,64,64,5.998310695275491,4,64,4.250177340905152,31.869565217391305,24,absorbing,76,11.006550500169396,122048,94,1562,0,0
left,0.45,68,9,64,64,5.998302637649912,4,64,4.181314446601525,30.304347826086957,24,absorbing,77,11.211388417053968,115448,94,1508,0,0
left,0.45,69,9,64,64,5.998304746321568,4,64,4.181164533192165,29.91304347826087,24,absorbing,78,11.395078959409148,112160,94,1486,0,0
left,0.45,70,9,64,64,5.998310015532677,4,64,4.137498981430487,28.391304347826086,24,absorbing,79,11.57647250033915,99648,94,1404,0,0
left,0.45,71,9,64,64,5.997756521502968,4,64,4.107127255669033,28.391304347826086,24,absorbing,80,11.75446829199791,99520,94,1402,0,0
left,0.45,72,9,64,64,5.997756521502968,4,64,4.107127255669033,28.391304347826086,24,absorbing,81,11.904245625250041,99520,94,1402,0,0
left,0.45,73,9,64,64,5.997756521502967,4,64,4.107127255669033,28.391304347826086,24,absorbing,82,12.055255459155887,99520,94,1402,0,0
left,0.45,74,9,64,64,5.997756516253801,4,64,4.081005725957943,27.695652173913043,24,absorbing,83,12.208786750212312,97472,94,1370,0,0
left,0.45,75,9,64,64,5.997756516253801,4,64,4.081005725957943,27.695652173913043,24,absorbing,84,12.354694375302643,97472,94,1370,0,0
left,0.45,76,9,64,64,5.997756516248854,4,64,4.037582878743905,27.347826086956523,24,absorbing,85,12.50289933430031,95936,94,1354,0,0
left,0.45,77,9,64,64,5.997756516248855,4,64,3.9908744009239676,27.347826086956523,24,absorbing,86,12.651760084088892,95936,94,1354,0,0
left,0.45,78,9,64,64,5.997670701395171,4,64,3.9455379430227207,27.347826086956523,24,absorbing,87,12.824576500337571,95936,94,1354,0,0
left,0.45,79,9,64,64,5.9976707013951716,4,64,3.9455379430227207,27.347826086956523,24,absorbing,88,12.97342291707173,95936,94,1354,0,0
left,0.45,80,9,64,64,5.997670701395171,4,64,3.914811219962754,27.347826086956523,24,absorbing,89,13.13175725005567,95936,94,1354,0,0
left,0.45,81,9,64,64,5.997670701395171,4,64,3.9582040368429507,28.043478260869566,24,absorbing,90,13.27852391730994,97472,94,1386,0,0
left,0.45,82,9,64,64,5.9976707013951716,4,64,3.9537198703584893,28.73913043478261,24,absorbing,91,13.428089417051524,102080,94,1418,0,0
left,0.45,83,9,64,64,5.997551741066154,4,64,3.9361891461984744,29.434782608695652,24,absorbing,92,13.593586042057723,106688,94,1450,0,0
left,0.45,84,9,64,64,5.997551741066154,4,64,3.9794170888504685,29.08695652173913,24,absorbing,93,13.76731612533331,100544,94,1434,0,0
left,0.45,85,9,64,64,5.99930596855863,4,64,3.7738649802650976,26.652173913043477,24,absorbing,94,13.96363608399406,107712,94,1466,0,0
left,0.45,86,9,64,64,5.999305960680594,4,64,3.7424093591737817,25.608695652173914,24,absorbing,95,14.139537459239364,77504,94,1274,0,0
left,0.45,87,9,64,64,5.999305961794407,4,64,3.7796022223923877,25.956521739130434,24,absorbing,96,14.260661042295396,80320,94,1290,0,0
left,0.45,88,9,64,64,5.999305961794407,4,64,3.7887159448597543,25.956521739130434,24,absorbing,97,14.388112667016685,80320,94,1290,0,0
left,0.45,89,9,64,64,5.999305961794407,4,64,3.7603281703300495,25.608695652173914,24,absorbing,98,14.517155500128865,77504,94,1274,0,0
left,0.45,90,9,64,64,5.999305961956544,4,64,3.755244553263653,25.26086956521739,24,absorbing,99,14.643236417323351,79040,94,1258,0,0
left,0.45,91,9,64,64,5.925189118926573,4,64,3.7542201142189464,25.26086956521739,24,absorbing,100,14.794840374961495,78016,94,1258,0,0
left,0.45,92,9,64,64,5.92518912168989,4,64,3.8130953316430296,27.347826086956523,24,absorbing,101,14.944779459387064,92352,94,1354,0,0
left,0.45,93,9,64,64,5.714385218964107,4,64,3.7692389996329294,27.347826086956523,24,absorbing,102,15.09761870931834,92352,94,1354,0,0
left,0.45,94,9,64,64,5.7143852189641064,4,64,3.85619552137206,27.47826086956522,24,absorbing,103,15.235866375267506,92448,94,1360,0,0
left,0.45,95,9,64,64,5.7143852189641064,4,64,3.9757992034255527,28.695652173913043,24,absorbing,104,15.373576917219907,96480,94,1416,0,0
left,0.45,96,9,64,64,5.979403619819854,4,64,3.7022050347398676,28.043478260869566,24,absorbing,105,15.563545084092766,96096,94,1414,0,0
left,0.45,97,9,64,64,5.979373776131458,4,64,3.657708592969961,26.217391304347824,24,absorbing,106,15.70666875038296,85480,94,1334,0,0
left,0.45,98,9,64,64,5.97936278068461,4,64,3.6996042088255807,26.869565217391305,24,absorbing,107,15.83613720908761,88984,94,1358,0,0
left,0.45,99,9,64,64,5.979347290671393,4,64,3.6987717986691884,26.52173913043478,24,absorbing,108,15.961354084312916,84192,94,1328,0,0
left,0.45,100,9,64,64,5.999036992645073,4,64,3.7433940657356306,25.91304347826087,24,absorbing,109,16.10300112515688,92168,94,1376,0,0
left,0.45,101,9,64,64,5.999036992576107,4,64,3.7433940385233546,25.91304347826087,24,absorbing,110,16.227743834257126,78576,94,1288,0,0
left,0.45,102,9,64,64,5.999036992576107,4,64,3.7433940385233546,25.91304347826087,24,absorbing,111,16.34013062529266,78576,94,1288,0,0
left,0.45,103,9,64,64,5.278219671467738,4,64,3.6677804063073456,24.17391304347826,24,absorbing,112,16.476213875226676,65648,94,1208,0,0
left,0.45,104,9,64,64,5.278219671467739,4,64,3.6677804063073456,24.17391304347826,24,absorbing,113,16.578807375393808,65648,94,1208,0,0
left,0.45,105,9,64,64,5.255346994874744,4,64,3.6662265760550827,24.17391304347826,24,absorbing,114,16.687599709257483,65648,94,1208,0,0
left,0.45,106,9,64,64,5.255346994874744,4,64,3.6662265760550827,24.17391304347826,24,absorbing,115,16.793377292342484,65648,94,1208,0,0
left,0.45,107,9,64,64,5.255346995817572,4,64,3.621522645696307,23.652173913043477,24,absorbing,116,16.899022208992392,63152,94,1184,0,0
left,0.45,108,9,64,64,5.255346995817573,4,64,3.621522645696308,23.652173913043477,24,absorbing,117,17.002017334103584,63152,94,1184,0,0
left,0.45,109,9,64,64,5.428093175688442,4,64,3.6384187663645915,24.17391304347826,24,absorbing,118,17.114084084052593,67632,94,1212,0,0
left,0.45,110,9,64,64,5.42808343836591,4,64,3.6383787867381785,24.08695652173913,24,absorbing,119,17.21924512507394,66992,94,1208,0,0
left,0.45,111,9,64,64,5.428053983589627,4,64,3.571930847331744,23.304347826086957,24,absorbing,120,17.327783375047147,61744,94,1172,0,0
left,0.45,112,9,64,64,5.428043882053127,4,64,3.5718903611901864,23.304347826086957,24,absorbing,121,17.42603445937857,61104,94,1168,0,0
left,0.45,113,9,64,64,5.428054593876123,4,64,3.5718908269216207,23.304347826086957,24,absorbing,122,17.529693874996156,61104,94,1168,0,0
left,0.45,114,9,64,64,5.428038456776591,4,64,3.5707071383046345,22.956521739130434,24,absorbing,123,17.630396584048867,58544,94,1152,0,0
left,0.45,115,9,64,64,5.428038456776587,4,64,3.5707028023835536,22.956521739130434,24,absorbing,124,17.72887504240498,58544,94,1152,0,0
left,0.45,116,9,64,64,5.428038456776589,4,64,3.5707028023835536,22.956521739130434,24,absorbing,125,17.823408417403698,58544,94,1152,0,0
left,0.45,117,9,64,64,5.428038456776589,4,64,3.5707028023835536,22.956521739130434,24,absorbing,126,17.916767792310566,58544,94,1152,0,0
left,0.45,118,9,64,64,5.42803845675647,4,64,3.5272245408326803,22.26086956521739,24,absorbing,127,18.01383808394894,53424,94,1120,0,0
left,0.45,119,9,64,64,5.42803845675647,4,64,3.5272245408326803,22.26086956521739,24,absorbing,128,18.10358487535268,53424,94,1120,0,0
left,0.45,120,9,64,64,5.42803845675647,4,64,3.527224540832681,22.26086956521739,24,absorbing,129,18.192813042085618,53424,94,1120,0,0
left,0.45,121,9,64,64,5.42803845675647,4,64,3.527224540832681,22.26086956521739,24,absorbing,130,18.360346917062998,53424,94,1120,0,0
right,0.45,121,10,64,64,5.602138054562538,4,64,3.696280632612698,27.47826086956522,24,absorbing,131,18.423130750190467,82992,94,1364,0,0
right,0.45,121,11,64,64,5.9999975853568746,4,64,3.967212805003952,34.17391304347826,24,absorbing,132,18.545365000143647,137200,94,1714,0,0
right,0.45,121,12,64,64,5.999997718341268,4,64,4.089120847268481,36.26086956521739,24,absorbing,133,18.67766029201448,152352,94,1772,0,0
